__sample_id__,__target__,carat,cut,color,clarity,depth,table,x,y,z
diamonds_000294,2797.0,0.74,Ideal,H,VS1,61.8,58.0,5.77,5.81,3.58
diamonds_000295,2797.0,0.74,Ideal,H,VS1,61.6,56.0,5.81,5.82,3.58
diamonds_000296,2797.0,0.7,Fair,G,VVS1,58.8,66.0,5.81,5.9,3.44
diamonds_000297,2797.0,0.8,Premium,F,SI2,61.0,57.0,6.03,6.01,3.67
diamonds_000298,2797.0,1.01,Fair,E,SI2,67.4,60.0,6.19,6.05,4.13
diamonds_000299,2797.0,0.8,Very Good,H,VS2,63.4,60.0,5.92,5.82,3.72
diamonds_000300,2798.0,0.77,Ideal,I,VS1,61.5,59.0,5.87,5.91,3.62
diamonds_000301,2799.0,0.83,Very Good,E,SI2,58.0,62.0,6.19,6.25,3.61
diamonds_000302,2799.0,0.82,Ideal,F,SI2,62.4,54.0,5.97,6.02,3.74
diamonds_000303,2799.0,0.78,Ideal,D,SI1,61.9,57.0,5.91,5.86,3.64
diamonds_000304,2800.0,0.6,Very Good,G,IF,61.6,56.0,5.43,5.46,3.35
diamonds_000305,2800.0,0.9,Good,I,SI2,62.2,59.0,6.07,6.11,3.79
diamonds_000306,2800.0,0.7,Premium,E,VS1,62.2,58.0,5.6,5.66,3.5
diamonds_000307,2800.0,0.9,Very Good,I,SI2,61.3,56.0,6.17,6.23,3.8
diamonds_000308,2800.0,0.83,Ideal,G,SI1,62.3,57.0,5.99,6.08,3.76
diamonds_000309,2800.0,0.83,Ideal,G,SI1,61.8,57.0,6.03,6.07,3.74
diamonds_000310,2800.0,0.83,Very Good,H,SI1,62.5,59.0,5.95,6.02,3.74
diamonds_000311,2800.0,0.74,Premium,G,VS1,62.9,60.0,5.74,5.68,3.59
diamonds_000312,2800.0,0.79,Ideal,I,VS1,61.8,59.0,5.92,5.95,3.67
diamonds_000313,2800.0,0.61,Ideal,G,IF,62.3,56.0,5.43,5.45,3.39
diamonds_000314,2800.0,0.76,Fair,G,VS1,59.0,70.0,5.89,5.8,3.46
diamonds_000315,2801.0,0.96,Ideal,F,I1,60.7,55.0,6.37,6.41,3.88
diamonds_000316,2801.0,0.73,Ideal,F,VS2,62.5,55.0,5.8,5.76,3.61
diamonds_000317,2801.0,0.73,Premium,F,VS2,62.7,58.0,5.76,5.7,3.59
diamonds_000318,2801.0,0.75,Ideal,H,SI1,60.4,57.0,5.93,5.96,3.59
diamonds_000319,2801.0,0.71,Premium,F,VS2,62.1,58.0,5.7,5.67,3.53
diamonds_000320,2801.0,0.71,Good,F,VS2,57.8,60.0,5.9,5.87,3.4
diamonds_000321,2801.0,0.71,Good,F,VS2,63.8,58.0,5.64,5.61,3.59
diamonds_000322,2801.0,0.71,Premium,F,VS2,62.8,57.0,5.69,5.64,3.56
diamonds_000323,2801.0,1.04,Premium,G,I1,62.2,58.0,6.46,6.41,4.0
diamonds_000324,2801.0,1.0,Premium,J,SI2,62.3,58.0,6.45,6.34,3.98
diamonds_000325,2802.0,0.87,Very Good,G,SI2,59.9,58.0,6.19,6.23,3.72
diamonds_000326,2802.0,0.53,Ideal,F,IF,61.9,54.0,5.22,5.25,3.24
diamonds_000327,2802.0,0.72,Premium,E,VS2,63.0,55.0,5.79,5.61,3.59
diamonds_000328,2802.0,0.72,Premium,F,VS1,62.4,58.0,5.83,5.7,3.6
diamonds_000329,2803.0,0.7,Very Good,F,VS2,62.9,58.0,5.63,5.65,3.55
diamonds_000330,2803.0,0.74,Very Good,E,SI1,63.5,56.0,5.74,5.79,3.66
diamonds_000331,2803.0,0.71,Ideal,G,VS2,61.3,56.0,5.75,5.71,3.51
diamonds_000332,2803.0,0.73,Ideal,E,SI1,60.6,54.0,5.84,5.89,3.55
diamonds_000333,2803.0,0.7,Good,G,VS1,65.1,58.0,5.56,5.59,3.63
diamonds_000334,2803.0,0.71,Premium,F,VS2,62.6,58.0,5.7,5.67,3.56
diamonds_000335,2803.0,0.71,Premium,F,VS2,58.0,62.0,5.85,5.81,3.38
diamonds_000336,2803.0,0.71,Premium,G,VS1,62.4,61.0,5.7,5.65,3.54
diamonds_000337,2803.0,0.77,Premium,G,VS2,61.3,57.0,5.93,5.88,3.62
diamonds_000338,2803.0,0.71,Premium,G,VS2,59.9,60.0,5.81,5.77,3.47
diamonds_000339,2803.0,0.78,Premium,G,VS2,60.8,58.0,6.03,5.95,3.64
diamonds_000340,2803.0,0.71,Very Good,G,VS1,63.5,55.0,5.66,5.64,3.59
diamonds_000341,2803.0,0.91,Ideal,D,SI2,62.2,57.0,6.21,6.15,3.85
diamonds_000342,2804.0,0.71,Very Good,E,VS2,63.8,58.0,5.62,5.66,3.6
diamonds_000343,2804.0,0.71,Very Good,E,VS2,64.0,57.0,5.66,5.68,3.63
diamonds_000344,2804.0,0.8,Very Good,E,SI2,62.5,56.0,5.88,5.96,3.7
diamonds_000345,2804.0,0.7,Very Good,D,SI1,62.3,58.0,5.69,5.73,3.56
diamonds_000346,2804.0,0.72,Ideal,F,VS1,61.7,57.0,5.74,5.77,3.55
diamonds_000347,2804.0,0.72,Very Good,F,VS1,62.2,58.0,5.75,5.7,3.56
diamonds_000348,2804.0,0.82,Ideal,H,VS2,61.5,56.0,6.01,6.08,3.72
diamonds_000349,2804.0,0.7,Ideal,D,SI1,61.0,59.0,5.68,5.7,3.47
diamonds_000350,2804.0,0.72,Ideal,D,SI1,62.2,56.0,5.74,5.77,3.58
diamonds_000351,2804.0,0.72,Ideal,D,SI1,61.5,54.0,5.77,5.8,3.56
diamonds_000352,2804.0,0.9,Fair,I,SI1,67.3,59.0,5.93,5.84,3.96
diamonds_000353,2805.0,0.74,Premium,F,VS2,61.7,58.0,5.85,5.78,3.59
diamonds_000354,2805.0,0.74,Premium,F,VS2,61.9,56.0,5.8,5.77,3.58
diamonds_000355,2805.0,0.73,Ideal,E,SI2,61.8,58.0,5.77,5.81,3.58
diamonds_000356,2805.0,0.57,Fair,E,VVS1,58.7,66.0,5.34,5.43,3.16
diamonds_000357,2805.0,0.73,Premium,F,VS2,62.5,57.0,5.75,5.7,3.58
diamonds_000358,2805.0,0.72,Ideal,G,VS2,62.8,56.0,5.74,5.7,3.59
diamonds_000359,2805.0,0.74,Fair,F,VS2,61.1,68.0,5.82,5.75,3.53
diamonds_000360,2805.0,0.82,Good,G,VS2,64.0,57.0,5.92,5.89,3.78
diamonds_000361,2806.0,0.81,Very Good,G,SI1,62.5,60.0,5.89,5.94,3.69
diamonds_000362,2806.0,0.75,Very Good,H,VVS1,60.6,58.0,5.85,5.9,3.56
diamonds_000363,2806.0,0.7,Ideal,F,SI1,61.6,55.0,5.72,5.74,3.53
diamonds_000364,2807.0,0.71,Very Good,F,VS1,62.2,58.0,5.66,5.72,3.54
diamonds_000365,2807.0,0.71,Very Good,F,VS1,60.0,57.0,5.84,5.9,3.52
diamonds_000366,2807.0,0.93,Premium,J,SI2,61.9,57.0,6.21,6.19,3.84
diamonds_000367,2808.0,0.8,Very Good,H,VS2,62.8,57.0,5.87,5.91,3.7
diamonds_000368,2808.0,0.7,Very Good,F,VS1,62.0,57.0,5.64,5.71,3.52
diamonds_000369,2808.0,1.0,Fair,G,I1,66.4,59.0,6.16,6.09,4.07
diamonds_000370,2808.0,0.75,Very Good,G,VS2,63.4,56.0,5.78,5.74,3.65
diamonds_000371,2808.0,0.58,Ideal,E,VVS2,60.9,56.0,5.41,5.43,3.3
diamonds_000372,2808.0,0.73,Very Good,D,SI1,63.1,57.0,5.74,5.7,3.61
diamonds_000373,2809.0,0.81,Very Good,F,SI1,63.1,59.0,5.85,5.79,3.67
diamonds_000374,2809.0,0.81,Premium,D,SI2,59.2,57.0,6.15,6.05,3.61
diamonds_000375,2809.0,0.71,Premium,F,SI1,60.7,54.0,5.84,5.8,3.53
diamonds_000376,2809.0,1.2,Fair,F,I1,64.6,56.0,6.73,6.66,4.33
diamonds_000377,2810.0,0.7,Very Good,F,VS1,61.8,56.0,5.63,5.7,3.5
diamonds_000378,2810.0,0.7,Very Good,F,VS1,59.9,60.0,5.77,5.84,3.48
diamonds_000379,2810.0,0.74,Ideal,D,SI2,61.7,55.0,5.81,5.85,3.6
diamonds_000380,2810.0,0.7,Good,F,VS1,62.8,61.0,5.57,5.61,3.51
diamonds_000381,2810.0,0.8,Good,G,SI1,62.7,57.0,5.84,5.93,3.69
diamonds_000382,2811.0,0.75,Very Good,F,SI1,63.4,58.0,5.72,5.76,3.64
diamonds_000383,2811.0,0.83,Very Good,D,SI1,63.5,54.0,5.98,5.95,3.79
diamonds_000384,2811.0,1.0,Fair,J,VS2,65.7,59.0,6.14,6.07,4.01
diamonds_000385,2811.0,0.99,Fair,I,SI2,68.1,56.0,6.21,6.06,4.18
diamonds_000386,2812.0,0.7,Very Good,G,VS1,63.0,60.0,5.57,5.64,3.53
diamonds_000387,2812.0,0.7,Very Good,F,VS2,59.5,58.0,5.75,5.85,3.45
diamonds_000388,2812.0,0.7,Good,E,SI1,63.5,59.0,5.49,5.53,3.5
diamonds_000389,2812.0,0.7,Very Good,F,VS2,61.7,58.0,5.63,5.69,3.49
diamonds_000390,554.0,0.32,Premium,I,SI1,62.7,58.0,4.37,4.34,2.73
diamonds_000391,554.0,0.32,Premium,I,SI1,62.8,58.0,4.39,4.34,2.74
diamonds_000392,554.0,0.32,Ideal,I,SI1,62.4,57.0,4.37,4.35,2.72
diamonds_000393,554.0,0.32,Premium,I,SI1,61.0,59.0,4.39,4.36,2.67
diamonds_000394,554.0,0.32,Very Good,I,SI1,63.1,56.0,4.39,4.36,2.76
diamonds_000395,554.0,0.32,Ideal,I,SI1,60.7,57.0,4.47,4.42,2.7
diamonds_000396,554.0,0.3,Premium,H,SI1,60.9,59.0,4.31,4.29,2.62
diamonds_000397,554.0,0.3,Premium,H,SI1,60.1,55.0,4.41,4.38,2.64
diamonds_000398,554.0,0.3,Premium,H,SI1,62.9,58.0,4.28,4.24,2.68
diamonds_000399,554.0,0.3,Very Good,H,SI1,63.3,56.0,4.29,4.27,2.71
diamonds_000400,554.0,0.3,Good,H,SI1,63.8,55.0,4.26,4.2,2.7
diamonds_000401,554.0,0.3,Ideal,H,SI1,62.9,57.0,4.27,4.22,2.67
diamonds_000402,554.0,0.3,Very Good,H,SI1,63.4,60.0,4.25,4.23,2.69
diamonds_000403,554.0,0.32,Good,I,SI1,63.9,55.0,4.36,4.34,2.78
diamonds_000404,554.0,0.33,Ideal,H,SI2,61.4,56.0,4.85,4.79,2.95
diamonds_000405,555.0,0.29,Very Good,E,VS1,61.9,55.0,4.28,4.33,2.66
diamonds_000406,555.0,0.29,Very Good,E,VS1,62.4,55.0,4.2,4.25,2.63
diamonds_000407,555.0,0.31,Very Good,F,SI1,61.8,58.0,4.32,4.35,2.68
diamonds_000408,555.0,0.34,Ideal,H,VS2,61.5,56.0,4.47,4.5,2.76
diamonds_000409,555.0,0.34,Ideal,H,VS2,60.4,57.0,4.54,4.57,2.75
diamonds_000410,555.0,0.34,Ideal,I,VS1,61.8,55.0,4.48,4.52,2.78
diamonds_000411,555.0,0.34,Ideal,I,VS1,62.0,56.0,4.5,4.53,2.8
diamonds_000412,555.0,0.3,Ideal,G,VS1,62.3,56.0,4.29,4.31,2.68
diamonds_000413,555.0,0.29,Ideal,F,VS1,61.6,56.0,4.26,4.31,2.64
diamonds_000414,555.0,0.35,Ideal,G,SI1,60.6,56.0,4.56,4.58,2.77
diamonds_000415,555.0,0.43,Very Good,E,I1,58.4,62.0,4.94,5.0,2.9
diamonds_000416,556.0,0.32,Very Good,F,VS2,61.4,58.0,4.37,4.42,2.7
diamonds_000417,556.0,0.36,Ideal,I,VS2,61.9,56.0,4.54,4.57,2.82
diamonds_000418,556.0,0.3,Ideal,G,VS2,62.0,56.0,4.28,4.3,2.66
diamonds_000419,556.0,0.26,Ideal,E,VS1,61.5,57.0,4.09,4.12,2.52
diamonds_000420,2812.0,0.7,Very Good,F,VS2,62.3,58.0,5.64,5.72,3.54
diamonds_000421,2812.0,0.7,Very Good,F,VS2,60.9,61.0,5.66,5.71,3.46
diamonds_000422,2812.0,0.71,Ideal,D,SI1,62.4,57.0,5.69,5.72,3.56
diamonds_000423,2812.0,0.99,Fair,J,SI1,55.0,61.0,6.72,6.67,3.68
diamonds_000424,2812.0,0.73,Premium,E,VS2,58.6,60.0,5.92,5.89,3.46
diamonds_000425,2812.0,0.51,Ideal,F,VVS1,62.0,57.0,5.15,5.11,3.18
diamonds_000426,2813.0,0.91,Premium,G,SI2,59.8,58.0,6.3,6.29,3.77
diamonds_000427,2813.0,0.84,Very Good,E,SI1,63.4,55.0,6.0,5.95,3.79
diamonds_000428,2813.0,0.91,Good,I,VS2,64.3,58.0,6.09,6.05,3.9
diamonds_000429,2814.0,0.76,Premium,E,SI1,62.2,59.0,5.86,5.81,3.63
diamonds_000430,2814.0,0.76,Ideal,E,SI1,61.7,57.0,5.88,5.85,3.62
diamonds_000431,2814.0,0.75,Premium,E,SI1,61.1,59.0,5.86,5.83,3.57
diamonds_000432,2815.0,0.55,Very Good,D,VVS1,61.5,56.0,5.23,5.27,3.23
diamonds_000433,2815.0,0.76,Very Good,F,SI2,58.5,62.0,5.93,6.01,3.49
diamonds_000434,2815.0,0.74,Premium,G,VS1,61.7,58.0,5.79,5.81,3.58
diamonds_000435,2815.0,0.7,Ideal,H,SI1,60.4,56.0,5.75,5.81,3.49
diamonds_000436,2815.0,0.7,Ideal,H,SI1,61.4,56.0,5.7,5.76,3.52
diamonds_000437,2815.0,0.7,Ideal,H,SI1,61.5,55.0,5.73,5.79,3.54
diamonds_000438,2815.0,0.7,Ideal,H,SI1,61.4,56.0,5.72,5.77,3.53
diamonds_000439,2815.0,0.9,Fair,J,VS2,65.0,56.0,6.08,6.04,3.94
diamonds_000440,2815.0,0.95,Fair,F,SI2,56.0,60.0,6.62,6.53,3.68
diamonds_000441,2815.0,0.89,Premium,H,SI2,60.2,59.0,6.26,6.23,3.76
diamonds_000442,2815.0,0.72,Premium,E,VS2,58.3,58.0,5.99,5.92,3.47
diamonds_000443,2815.0,0.96,Fair,E,SI2,53.1,63.0,6.73,6.65,3.55
diamonds_000444,2815.0,1.02,Premium,G,I1,60.3,58.0,6.55,6.5,3.94
diamonds_000445,2816.0,0.78,Very Good,I,VVS2,61.4,56.0,5.91,5.95,3.64
diamonds_000446,2816.0,0.61,Ideal,G,VVS2,60.1,57.0,5.52,5.54,3.32
diamonds_000447,2816.0,0.71,Good,D,VS1,63.4,55.0,5.61,5.69,3.58
diamonds_000448,2816.0,0.78,Premium,F,SI1,61.5,59.0,5.96,5.88,3.64
diamonds_000449,2816.0,0.87,Ideal,H,SI2,62.7,56.0,6.16,6.13,3.85
diamonds_000450,2816.0,0.83,Ideal,H,SI1,62.5,55.0,6.04,6.0,3.76
diamonds_000451,2817.0,0.71,Premium,E,SI1,61.3,56.0,5.78,5.73,3.53
diamonds_000452,2817.0,0.71,Ideal,I,VVS2,60.2,56.0,5.84,5.89,3.53
diamonds_000453,2817.0,0.71,Ideal,E,VS2,62.7,57.0,5.66,5.64,3.54
diamonds_000454,2817.0,0.71,Premium,E,VS2,62.3,58.0,5.69,5.65,3.53
diamonds_000455,2817.0,0.63,Ideal,F,VVS2,61.5,56.0,5.48,5.52,3.38
diamonds_000456,2817.0,0.71,Premium,E,SI1,59.2,59.0,5.86,5.83,3.46
diamonds_000457,2817.0,0.71,Premium,E,SI1,61.8,59.0,5.75,5.7,3.54
diamonds_000458,2817.0,0.71,Ideal,E,SI1,61.3,55.0,5.77,5.72,3.52
diamonds_000459,2817.0,0.71,Premium,E,SI1,61.4,58.0,5.77,5.73,3.53
diamonds_000460,2817.0,0.9,Ideal,J,VS2,62.8,55.0,6.2,6.16,3.88
diamonds_000461,2817.0,0.71,Good,E,SI1,62.8,64.0,5.6,5.54,3.5
diamonds_000462,2818.0,0.7,Premium,E,VS2,62.4,61.0,5.66,5.63,3.52
diamonds_000463,2818.0,0.7,Premium,E,VS2,59.3,60.0,5.78,5.73,3.41
diamonds_000464,2818.0,0.7,Premium,E,VS2,63.0,60.0,5.64,5.6,3.54
diamonds_000465,2818.0,1.0,Premium,H,I1,61.3,60.0,6.43,6.39,3.93
diamonds_000466,2818.0,0.86,Premium,F,SI2,59.3,62.0,6.36,6.22,3.73
diamonds_000467,2818.0,0.8,Ideal,H,SI1,61.0,57.0,6.07,6.0,3.68
diamonds_000468,2818.0,0.7,Ideal,E,VS1,62.9,57.0,5.66,5.61,3.54
diamonds_000469,2818.0,0.7,Premium,E,VS1,59.6,57.0,5.91,5.83,3.5
diamonds_000470,2818.0,0.7,Premium,F,VS2,61.8,60.0,5.69,5.64,3.5
diamonds_000471,2818.0,0.7,Premium,E,VS1,62.7,57.0,5.68,5.64,3.55
diamonds_000472,2818.0,1.0,Fair,H,SI2,65.3,62.0,6.34,6.12,4.08
diamonds_000473,2819.0,0.72,Very Good,G,VS1,63.8,58.0,5.64,5.68,3.61
diamonds_000474,2819.0,0.72,Ideal,H,VS1,62.3,56.0,5.73,5.77,3.58
diamonds_000475,2819.0,0.7,Good,F,VS1,59.7,63.0,5.76,5.79,3.45
diamonds_000476,2819.0,0.86,Good,F,SI2,64.3,60.0,5.97,5.95,3.83
diamonds_000477,2820.0,0.71,Ideal,G,VS1,62.9,58.0,5.66,5.69,3.57
diamonds_000478,2821.0,0.75,Ideal,E,SI1,62.0,57.0,5.8,5.78,3.59
diamonds_000479,2821.0,0.73,Premium,E,VS2,61.6,59.0,5.77,5.73,3.54
diamonds_000480,2821.0,0.53,Ideal,E,VVS1,61.9,55.0,5.2,5.21,3.22
diamonds_000481,2821.0,0.73,Premium,E,SI1,61.3,58.0,5.83,5.76,3.55
diamonds_000482,2821.0,0.73,Good,E,SI1,63.6,57.0,5.72,5.7,3.63
diamonds_000483,2821.0,0.73,Premium,E,SI1,59.6,61.0,5.92,5.85,3.51
diamonds_000484,2821.0,0.73,Premium,E,SI1,62.2,59.0,5.77,5.68,3.56
diamonds_000485,2821.0,0.73,Premium,D,SI1,61.7,55.0,5.84,5.82,3.6
diamonds_000486,2821.0,0.73,Very Good,E,SI1,63.2,58.0,5.76,5.7,3.62
diamonds_000487,2822.0,0.7,Premium,E,VS1,60.8,60.0,5.74,5.71,3.48
diamonds_000488,2822.0,0.72,Premium,E,VS2,60.3,59.0,5.84,5.8,3.51
diamonds_000489,2822.0,0.72,Premium,E,VS2,60.9,60.0,5.8,5.76,3.52
diamonds_000490,2822.0,0.72,Premium,E,VS2,62.4,59.0,5.77,5.7,3.58
diamonds_000491,2822.0,0.7,Premium,E,VS2,60.2,60.0,5.73,5.7,3.44
diamonds_000492,2822.0,0.6,Ideal,F,VVS2,62.0,55.0,5.37,5.4,3.34
diamonds_000493,2822.0,0.74,Ideal,I,VVS1,60.8,57.0,5.85,5.89,3.57
diamonds_000494,2822.0,0.73,Ideal,F,SI1,62.1,55.0,5.75,5.78,3.58
diamonds_000495,2822.0,0.71,Premium,D,SI1,62.7,60.0,5.71,5.67,3.57
diamonds_000496,2822.0,0.71,Premium,D,SI1,61.3,58.0,5.75,5.73,3.52
diamonds_000497,2822.0,0.7,Premium,D,SI1,60.2,60.0,5.82,5.75,3.48
diamonds_000498,2822.0,0.7,Ideal,D,SI1,60.7,56.0,5.75,5.72,3.48
diamonds_000499,2822.0,0.9,Good,J,VS2,64.0,61.0,6.04,6.03,3.86
diamonds_000500,2822.0,0.71,Ideal,D,SI1,60.2,56.0,5.86,5.83,3.52
diamonds_000501,2822.0,0.7,Premium,E,VS2,61.5,59.0,5.73,5.68,3.51
diamonds_000502,2822.0,0.7,Premium,E,VS2,62.6,56.0,5.71,5.66,3.56
diamonds_000503,2822.0,0.7,Ideal,D,SI1,59.7,58.0,5.82,5.77,3.46
diamonds_000504,2822.0,0.7,Good,E,SI1,61.4,64.0,5.71,5.66,3.49
diamonds_000505,2822.0,0.7,Ideal,D,SI1,62.5,57.0,5.62,5.59,3.51
diamonds_000506,2822.0,0.7,Ideal,D,SI1,61.8,56.0,5.73,5.63,3.51
diamonds_000507,2822.0,0.7,Premium,E,VS2,60.7,62.0,5.72,5.68,3.46
diamonds_000508,2822.0,0.7,Premium,F,VS2,60.6,58.0,5.8,5.72,3.49
diamonds_000509,2822.0,0.7,Ideal,D,SI1,61.4,54.0,5.75,5.71,3.52
diamonds_000510,2823.0,0.79,Very Good,D,SI2,62.8,59.0,5.86,5.9,3.69
diamonds_000511,2823.0,0.9,Good,I,SI1,63.8,57.0,6.06,6.13,3.89
diamonds_000512,2823.0,0.71,Premium,E,VS2,62.3,58.0,5.71,5.66,3.54
diamonds_000513,2823.0,0.61,Ideal,E,VVS2,61.3,54.0,5.51,5.59,3.4
diamonds_000514,2823.0,0.9,Fair,H,SI2,65.8,54.0,6.05,5.98,3.96
diamonds_000515,2823.0,0.71,Ideal,E,SI1,60.5,56.0,5.77,5.73,3.47
diamonds_000516,2824.0,0.71,Premium,D,VS2,61.2,59.0,5.74,5.69,3.5
diamonds_000517,2824.0,0.77,Ideal,I,VVS2,62.1,57.0,5.84,5.86,3.63
diamonds_000518,2824.0,0.74,Good,E,VS1,63.1,58.0,5.73,5.75,3.62
diamonds_000519,2824.0,0.82,Ideal,F,SI2,62.4,54.0,6.02,5.97,3.74
diamonds_000520,2824.0,0.82,Premium,E,SI2,60.8,60.0,6.05,6.03,3.67
diamonds_000521,2825.0,0.71,Premium,G,VS1,62.2,59.0,5.73,5.66,3.54
diamonds_000522,2825.0,0.83,Premium,H,SI1,60.0,59.0,6.08,6.05,3.64
diamonds_000523,2825.0,0.73,Very Good,G,VS1,62.0,57.0,5.75,5.8,3.58
diamonds_000524,2825.0,0.83,Premium,H,SI1,62.5,59.0,6.02,5.95,3.74
diamonds_000525,2825.0,1.17,Premium,J,I1,60.2,61.0,6.9,6.83,4.13
diamonds_000526,2825.0,0.91,Fair,H,SI2,61.3,67.0,6.24,6.19,3.81
diamonds_000527,2826.0,0.73,Premium,E,VS1,62.6,60.0,5.75,5.68,3.58
diamonds_000528,2826.0,0.7,Good,E,VS1,57.2,59.0,5.94,5.88,3.38
diamonds_000529,2826.0,0.9,Premium,I,SI2,62.2,59.0,6.11,6.07,3.79
diamonds_000530,2826.0,0.7,Premium,E,VS1,62.2,58.0,5.66,5.6,3.5
diamonds_000531,2826.0,0.7,Very Good,D,VS2,63.3,56.0,5.6,5.58,3.54
diamonds_000532,2826.0,0.7,Premium,E,VS1,59.4,61.0,5.78,5.74,3.42
diamonds_000533,2826.0,0.9,Very Good,I,SI2,63.5,56.0,6.17,6.07,3.88
diamonds_000534,2826.0,0.78,Premium,F,SI1,60.8,60.0,5.97,5.94,3.62
diamonds_000535,2826.0,0.96,Ideal,F,I1,60.7,55.0,6.41,6.37,3.88
diamonds_000536,2827.0,0.7,Very Good,D,SI1,62.3,59.0,5.67,5.7,3.54
diamonds_000537,2827.0,0.72,Good,D,VS2,64.0,54.0,5.68,5.7,3.64
diamonds_000538,2827.0,0.79,Premium,H,VVS2,62.6,58.0,5.96,5.9,3.71
diamonds_000539,2827.0,0.7,Ideal,H,VVS1,61.6,57.0,5.69,5.74,3.52
diamonds_000540,2827.0,0.7,Ideal,H,VVS1,62.3,55.0,5.66,5.7,3.54
diamonds_000541,2828.0,0.7,Ideal,D,SI2,60.6,57.0,5.74,5.77,3.49
diamonds_000542,2828.0,1.01,Premium,H,SI2,61.6,61.0,6.39,6.31,3.91
diamonds_000543,2829.0,0.72,Premium,F,VS1,62.2,58.0,5.75,5.7,3.56
diamonds_000544,2829.0,0.8,Good,E,SI2,63.7,54.0,5.91,5.87,3.75
diamonds_000545,2829.0,0.59,Ideal,E,VVS1,62.0,56.0,5.36,5.38,3.33
diamonds_000546,2829.0,0.72,Ideal,F,VS1,61.7,57.0,5.77,5.74,3.55
diamonds_000547,2829.0,0.75,Premium,E,SI2,61.9,57.0,5.88,5.82,3.62
diamonds_000548,2829.0,0.8,Premium,E,SI2,60.2,57.0,6.05,6.01,3.63
diamonds_000549,2830.0,0.71,Very Good,E,VS2,62.7,59.0,5.65,5.7,3.56
diamonds_000550,2830.0,0.77,Very Good,H,SI1,61.7,56.0,5.84,5.89,3.62
diamonds_000551,2830.0,0.97,Ideal,F,I1,60.7,56.0,6.41,6.43,3.9
diamonds_000552,2830.0,0.53,Ideal,F,VVS1,60.9,57.0,5.23,5.29,3.19
diamonds_000553,2830.0,0.53,Ideal,F,VVS1,61.8,57.0,5.16,5.19,3.2
diamonds_000554,2830.0,0.8,Ideal,I,VS2,62.1,54.4,5.94,5.99,3.7
diamonds_000555,2830.0,0.9,Premium,G,SI1,60.6,62.0,6.21,6.13,3.74
diamonds_000556,2831.0,0.76,Very Good,E,SI2,60.8,60.0,5.89,5.98,3.61
diamonds_000557,2831.0,0.72,Ideal,E,SI1,62.3,57.0,5.7,5.76,3.57
diamonds_000558,2831.0,0.75,Ideal,E,SI1,61.4,57.0,5.82,5.87,3.59
diamonds_000559,2831.0,0.72,Premium,E,SI1,62.1,58.0,5.73,5.76,3.57
diamonds_000560,2831.0,0.79,Ideal,G,SI1,61.8,56.0,5.93,5.91,3.66
diamonds_000561,2832.0,0.72,Very Good,F,VS2,62.5,58.0,5.71,5.75,3.58
diamonds_000562,2832.0,0.91,Very Good,I,SI2,62.8,61.0,6.15,6.18,3.87
diamonds_000563,2832.0,0.71,Premium,G,VVS2,62.1,57.0,5.75,5.65,3.54
diamonds_000564,2832.0,0.81,Premium,G,SI1,63.0,60.0,5.87,5.81,3.68
diamonds_000565,2832.0,0.82,Ideal,H,SI1,62.5,57.0,5.91,5.97,3.71
diamonds_000566,2832.0,0.71,Premium,F,VS1,62.2,58.0,5.72,5.66,3.54
diamonds_000567,2832.0,0.9,Good,J,SI1,64.3,63.0,6.05,6.01,3.88
diamonds_000568,2833.0,0.8,Very Good,I,VS2,62.0,58.0,5.86,5.95,3.66
diamonds_000569,2833.0,0.56,Very Good,E,IF,61.0,59.0,5.28,5.34,3.24
diamonds_000570,2833.0,0.7,Very Good,D,VS2,59.6,61.0,5.77,5.8,3.45
diamonds_000571,2833.0,0.7,Ideal,D,VS2,61.0,57.0,5.74,5.76,3.51
diamonds_000572,2833.0,0.61,Ideal,F,VVS2,61.7,55.0,5.45,5.48,3.37
diamonds_000573,2833.0,0.85,Ideal,H,SI2,62.5,57.0,6.02,6.07,3.78
diamonds_000574,2833.0,0.7,Ideal,F,SI1,60.7,57.0,5.73,5.75,3.49
diamonds_000575,2834.0,0.8,Ideal,G,VS2,62.2,56.0,5.94,5.87,3.67
diamonds_000576,2834.0,0.8,Ideal,H,VS2,62.8,57.0,5.91,5.87,3.7
diamonds_000577,2834.0,0.51,Very Good,D,VVS1,59.9,58.0,5.16,5.19,3.1
diamonds_000578,2834.0,0.53,Ideal,F,VVS1,61.4,57.0,5.2,5.23,3.2
diamonds_000579,2834.0,0.78,Ideal,I,VS2,61.8,55.0,5.92,5.95,3.67
diamonds_000580,2834.0,0.9,Very Good,J,SI1,63.4,54.0,6.17,6.14,3.9
diamonds_000581,2834.0,0.9,Fair,G,SI2,65.3,59.0,6.07,6.0,3.94
diamonds_000582,2834.0,0.77,Ideal,E,SI2,60.7,55.0,6.01,5.95,3.63
diamonds_000583,2835.0,0.73,Ideal,F,VS1,61.2,56.0,5.89,5.81,3.58
diamonds_000584,2835.0,0.63,Ideal,F,VVS2,61.9,57.0,5.47,5.51,3.4
diamonds_000585,2835.0,0.7,Ideal,E,VS2,61.5,54.0,5.7,5.75,3.52
diamonds_000586,2835.0,0.72,Ideal,E,VS2,62.8,57.0,5.71,5.73,3.59
diamonds_000587,2835.0,0.72,Ideal,E,SI1,61.0,57.0,5.78,5.8,3.53
